"Location","Date","Population","new_vaccs","rolling_vacc_count","rolling_vacc_percentage"
Argentina,"2022-11-30",45510324,"68650.0",110665425,243.16553975752845
Argentina,"2022-12-01",45510324,"72209.0",110737634,243.3242048551445
Argentina,"2022-12-02",45510324,"84259.0",110821893,243.50934746146828
Argentina,"2022-12-03",45510324,"16289.0",110838182,243.5451393402517
Argentina,"2022-12-04",45510324,"7036.0",110845218,243.5605995685726
Argentina,"2022-12-05",45510324,"101297.0",110946515,243.78317983409653
Argentina,"2022-12-06",45510324,"124789.0",111071304,244.05737915643053
Argentina,"2022-12-07",45510324,"119214.0",111190518,244.3193285110429
Argentina,"2022-12-08",45510324,"18115.0",111208633,244.35913266624954
Argentina,"2022-12-09",45510324,"16336.0",111224969,244.3950278183034
Argentina,"2022-12-10",45510324,"25284.0",111250253,244.45058444321336
Argentina,"2022-12-11",45510324,"2940.0",111253193,244.4570445158773
Argentina,"2022-12-12",45510324,"128947.0",111382140,244.7403802266932
Argentina,"2022-12-13",45510324,"121087.0",111503227,245.00644513099928
Argentina,"2022-12-14",45510324,"129499.0",111632726,245.29099375341735
Argentina,"2022-12-15",45510324,"130458.0",111763184,245.5776495900139
Argentina,"2022-12-16",45510324,"136373.0",111899557,245.8773024775653
Argentina,"2022-12-17",45510324,"27505.0",111927062,245.9377393138313
Argentina,"2022-12-18",45510324,"4046.0",111931108,245.9466296043069
Argentina,"2022-12-19",45510324,"100300.0",112031408,246.16701915811456
Argentina,"2022-12-20",45510324,"37295.0",112068703,246.24896759689076
Argentina,"2022-12-21",45510324,"113713.0",112182416,246.49882958424993
Argentina,"2022-12-22",45510324,"93629.0",112276045,246.70456092556051
Argentina,"2022-12-23",45510324,"29269.0",112305314,246.7688738054249
Argentina,"2022-12-24",45510324,"2772.0",112308086,246.77496473107948
Argentina,"2022-12-25",45510324,"345.0",112308431,246.77572280083083
Argentina,"2022-12-26",45510324,"110618.0",112419049,247.01878413346384
Argentina,"2022-12-27",45510324,"132965.0",112552014,247.31094861025377
Argentina,"2022-12-28",45510324,"125909.0",112677923,247.58760891265027
Argentina,"2022-12-29",45510324,"99482.0",112777405,247.8062010720908
Argentina,"2022-12-30",45510324,"22825.0",112800230,247.85635452738154
Argentina,"2022-12-31",45510324,"835.0",112801065,247.85818927591023
Argentina,"2023-01-01",45510324,"759.0",112801824,247.85985702936327
Argentina,"2023-01-02",45510324,"89094.0",112890918,248.05562359872454
Argentina,"2023-01-03",45510324,"104402.0",112995320,248.2850264920109
Argentina,"2023-01-04",45510324,"112735.0",113108055,248.5327395164227
Argentina,"2023-01-05",45510324,"102531.0",113210586,248.75803125462258
Argentina,"2023-01-06",45510324,"97777.0",113308363,248.97287701137878
Argentina,"2023-01-07",45510324,"15347.0",113323710,249.00659903014534
Argentina,"2023-01-08",45510324,"5305.0",113329015,249.01825572588757
Argentina,"2023-01-09",45510324,"84312.0",113413327,249.20351478930365
Argentina,"2023-01-10",45510324,"84568.0",113497895,249.3893363624482
Argentina,"2023-01-11",45510324,"84599.0",113582494,249.57522605200526
Argentina,"2023-01-12",45510324,"78712.0",113661206,249.74818021510902
Argentina,"2023-01-13",45510324,"78519.0",113739725,249.9207102986127
Argentina,"2023-01-14",45510324,"15801.0",113755526,249.95542989322595
Argentina,"2023-01-15",45510324,"5338.0",113760864,249.96715909998795
Argentina,"2023-01-16",45510324,"61523.0",113822387,250.10234381104385
Argentina,"2023-01-17",45510324,"52050.0",113874437,250.21671346483933
Argentina,"2023-01-18",45510324,"53591.0",113928028,250.33446916352432
Argentina,"2023-01-19",45510324,"42057.0",113970085,250.42688116217323
Argentina,"2023-01-20",45510324,"47349.0",114017434,250.53092129161726
Argentina,"2023-01-21",45510324,"9062.0",114026496,250.55083325708688
Argentina,"2023-01-22",45510324,"3193.0",114029689,250.55784924756856
Argentina,"2023-01-23",45510324,"38599.0",114068288,250.6426629702746
Argentina,"2023-01-24",45510324,"39896.0",114108184,250.73032659578516
Argentina,"2023-01-25",45510324,"39877.0",114148061,250.8179484725268
Argentina,"2023-01-26",45510324,"40155.0",114188216,250.9061811996768
Argentina,"2023-01-27",45510324,"36645.0",114224861,250.98670139109535
Argentina,"2023-01-28",45510324,"8046.0",114232907,251.00438089607974
Argentina,"2023-01-29",45510324,"4313.0",114237220,251.01385786662385
Argentina,"2023-01-30",45510324,"33491.0",114270711,251.08744776240223
Argentina,"2023-01-31",45510324,"30501.0",114301212,251.15446772033528
Argentina,"2023-02-01",45510324,"31806.0",114333018,251.22435515950184
Argentina,"2023-02-02",45510324,"28447.0",114361465,251.28686185578465
Argentina,"2023-02-03",45510324,"30567.0",114392032,251.35402683575708
Argentina,"2023-02-04",45510324,"7141.0",114399173,251.3697177809589
Argentina,"2023-02-05",45510324,"2723.0",114401896,251.3757010387357
Argentina,"2023-02-06",45510324,"26171.0",114428067,251.43320667196303
Argentina,"2023-02-07",45510324,"25491.0",114453558,251.48921813872386
Argentina,"2023-02-08",45510324,"25867.0",114479425,251.5460557916485
Argentina,"2023-02-09",45510324,"25012.0",114504437,251.6010147499719
Argentina,"2023-02-10",45510324,"23523.0",114527960,251.6527019231944
Argentina,"2023-02-11",45510324,"19.0",114527979,251.65274367196332
Argentina,"2023-02-12",45510324,,114527979,251.65274367196332
Argentina,"2023-02-13",45510324,,114527979,251.65274367196332
Argentina,"2023-02-14",45510324,,114527979,251.65274367196332
Argentina,"2023-02-15",45510324,,114527979,251.65274367196332
Argentina,"2023-02-16",45510324,,114527979,251.65274367196332
Argentina,"2023-02-17",45510324,,114527979,251.65274367196332
Argentina,"2023-02-18",45510324,,114527979,251.65274367196332
Argentina,"2023-02-19",45510324,,114527979,251.65274367196332
